gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,truncated,flags,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,seeds_upstream,fast_transit_share,pagerank,hub,authority,betweenness
100000008575624100,peripheral,0,52,0.1307,"смешанные признаки: плательщиков 0, получателей 3, поток 89 500 KZT",0,true,false,seed|mixed_signals,0,3,0,89500,0,5,,0,0,0.000284037,0,0,0
100000008601794100,peripheral,0,32,0.1868,"смешанные признаки: плательщиков 2, получателей 1, поток 1 365 800 KZT",0,true,false,seed|mixed_signals|cycle,2,1,494400,871400,8,13,1.7625,0,0.2311,0.00244031,0,0,3.96294e-7
100000008637537100,peripheral,0,4,0.2162,"смешанные признаки: плательщиков 3, получателей 3, поток 2 971 385 KZT",0,true,false,seed|fast_transit|mixed_signals|split|cycle,3,3,619890,2351495,22,30,3.7934,9,1,0.000822011,7.634e-7,0.000094506,0.0000775354
100000008650785100,peripheral,0,2,0.1824,"смешанные признаки: плательщиков 2, получателей 2, поток 212 120 KZT",0,true,false,seed|fast_transit|mixed_signals,2,2,92000,120120,2,2,1.3057,8,0.5829,0.000608727,8.54432e-313,8.72185e-9,0.0000224236
100000008654653100,peripheral,0,2,0.1043,"смешанные признаки: плательщиков 0, получателей 1, поток 54 000 KZT",0,true,false,seed|mixed_signals,0,1,0,54000,0,1,,0,0,0.000284037,1.13528e-8,0,0
100000008659445100,peripheral,0,36,0.1923,"смешанные признаки: плательщиков 3, получателей 4, поток 1 013 640 KZT",0,true,false,seed|fast_transit|mixed_signals|cycle,3,4,138490,875150,7,18,6.3192,0,0.5179,0.00254666,2.3419e-267,1.27071e-267,9.90734e-7
100000008669037100,peripheral,0,82,0.08,"seed без переводов в выборке: входящих 0, исходящих 0",0,true,false,seed,0,0,0,0,0,0,,0,0,0.000284037,0,0,0
100000008673001100,peripheral,0,26,0.1542,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 80 000 KZT (нужно ≥ 200 000 KZT)",0,true,false,seed,1,0,80000,0,1,0,0,1,0,0.00046625,0,0,0
100000008680731100,distributor,0.645,25,0.2406,получателей: 27; плательщиков: 0; исходящий поток: 1 464 354 KZT,0,true,false,seed,0,27,0,1464354,0,28,,0,0,0.000284037,0.000541965,0,0
100000008701222100,peripheral,0,83,0.08,"seed без переводов в выборке: входящих 0, исходящих 0",0,true,false,seed,0,0,0,0,0,0,,0,0,0.000284037,0,0,0
100000008738325100,peripheral,0,26,0.1564,"смешанные признаки: плательщиков 1, получателей 1, поток 90 550 KZT",0,true,false,seed|mixed_signals,1,1,36550,54000,1,1,1.4774,1,0,0.000525469,0.00000124654,0,1.98147e-7
100000003134937100,peripheral,0,2,0.1896,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 10 286 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,10286,0,1,0,0,7,0,0.000285136,0,0.000295242,0
100000005074393100,peripheral,0.1111,7,0.296,"смешанные признаки: плательщиков 4, получателей 6, поток 1 248 526 KZT",1,false,false,mixed_signals|cycle,4,6,563026,685500,5,10,1.2175,10,0.0664,0.00105268,0.00000261671,0.000732292,0.000216971
100000001924185100,terminal,0,16,0.263,получено: 151 000 KZT; плательщиков: 2; исходящих: 0,1,false,false,,2,0,151000,0,2,0,0,11,0,0.000308532,0,0.000583968,0
100000004070318100,coordinator,0.7273,4,0.4554,узлов сбора/раздачи за 2 шага: 59; прямых ветвей: 15; получателей: 19,1,false,false,fast_transit|cycle,4,19,207246.55,551860,6,37,2.6628,7,0.5406,0.000312376,0.00497722,0.0066553,0.00207327
100000005807278100,peripheral,0,43,0.1399,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 8 385 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,8385,0,1,0,0,1,0,0.000291375,0,0,0
100000003377795100,peripheral,0,11,0.1227,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 7 000 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,7000,0,1,0,0,1,0,0.000284436,0,0.00000434142,0
100000004330371100,peripheral,0,2,0.2597,"смешанные признаки: плательщиков 2, получателей 2, поток 354 852 KZT",1,false,false,fast_transit|mixed_signals|cycle,2,2,264171,90681,12,6,0.3433,7,0.6495,0.00124972,0.00000535891,0.000297602,0.00033467
100000008165763100,peripheral,0.6,4,0.2924,"смешанные признаки: плательщиков 15, получателей 17, поток 2 433 673 KZT",1,false,false,fast_transit|mixed_signals|sync_inflow,15,17,1165815,1267858,26,17,1.0875,9,0.6806,0.000904543,0.00766086,0.0009409,0.000345294
100000001684867100,peripheral,0,2,0.2024,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 30 550 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,30550,0,1,0,0,7,0,0.0002873,0,0.000295242,0
100000003900547100,peripheral,0,2,0.1994,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 23 700 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,23700,0,1,0,0,7,0,0.000286569,0,0.000295242,0
100000006656003100,peripheral,0,24,0.1387,"смешанные признаки: плательщиков 1, получателей 1, поток 29 000 KZT",1,false,false,fast_transit|mixed_signals|cycle,1,1,20000,9000,1,1,0.45,1,1,0.000288203,1.07573e-14,1.94123e-12,0
100000008237827100,peripheral,0,7,0.2339,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 40 001 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,40001,0,1,0,0,10,0,0.000291982,0,0.000461168,0
100000003014659100,terminal,0.1667,16,0.2636,получено: 280 000 KZT; плательщиков: 1; исходящих: 0,1,false,false,,1,0,280000,0,1,0,0,8,0,0.000326268,0,0.0001228,0
100000007939160100,peripheral,0,64,0.1857,"смешанные признаки: плательщиков 1, получателей 2, поток 809 300 KZT",1,false,false,mixed_signals|cycle,1,2,795000,14300,2,2,0.018,1,0,0.000660478,0,0,3.96294e-7
100000007274584100,peripheral,0,7,0.2332,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 38 000 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,38000,0,1,0,0,10,0,0.000291585,0,0.000461168,0
100000001524952100,peripheral,0,6,0.2137,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 103 807 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,103807,0,1,0,0,7,0,0.000303365,0,0.00215168,0
100000003131693100,terminal,0.277,7,0.2991,получено: 353 277 KZT; плательщиков: 1; исходящих: 0,1,false,false,,1,0,353277,0,1,0,0,10,0,0.000354204,0,0.000461168,0
100000008383405100,peripheral,0,3,0.1423,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 25 000 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,25000,0,2,0,0,1,0,0.00030436,0,0,0
100000008736173100,peripheral,0,24,0.1395,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 31 060 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,31060,0,1,0,0,1,0,0.000290507,0,1.94123e-12,0
100000002861485100,peripheral,0,2,0.202,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 29 323 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,29323,0,1,0,0,7,0,0.000287169,0,0.000295242,0
100000008745474100,peripheral,0,24,0.1427,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 40 559 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,40559,0,1,0,0,1,0,0.000292486,0,1.94123e-12,0
100000008691330100,peripheral,0,24,0.1351,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 21 440 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,21440,0,1,0,0,1,0,0.000288503,0,1.94123e-12,0
100000007639767100,coordinator,0.5652,15,0.4321,узлов сбора/раздачи за 2 шага: 54; прямых ветвей: 8; получателей: 10,1,false,false,cycle,4,10,90913,822244,4,13,9.0443,7,0.0952,0.000299783,0.00259745,0.00602594,0.00251122
100000002921047100,peripheral,0,11,0.254,"смешанные признаки: плательщиков 2, получателей 1, поток 501 000 KZT",1,false,false,fast_transit|mixed_signals,2,1,338000,163000.02,2,1,0.4822,9,1,0.000315302,0,0.00000561756,0.000021598
100000004783447100,peripheral,0,24,0.1375,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 26 200 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,26200,0,1,0,0,1,0,0.000289495,0,1.94123e-12,0
100000008696919100,peripheral,0,24,0.1399,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 31 945 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,31945,0,1,0,0,1,0,0.000290692,0,1.94123e-12,0
100000008736940100,peripheral,0,36,0.2606,"смешанные признаки: плательщиков 3, получателей 3, поток 633 190 KZT",1,false,false,fast_transit|mixed_signals|cycle,3,3,451090,182100,13,6,0.4037,1,1,0.00253832,1.71584e-267,1.44925e-267,7.92587e-7
100000005940652100,peripheral,0,4,0.2153,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 8 395 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,8395,0,1,0,0,10,0,0.000286532,0,1.42267e-8,0
100000004180097100,consolidator,0.3009,17,0.3073,"плательщиков: 3, прямых seed: 1; дальше: 46% входящего",1,false,false,fast_transit|cycle,3,3,104854,47800,5,7,0.4559,7,0.8577,0.000849807,0.0000076231,0.00218665,0.000313666
100000005539201100,peripheral,0,2,0.213,"смешанные признаки: плательщиков 1, получателей 1, поток 70 504 KZT",1,false,false,mixed_signals,1,1,45504,25000,1,1,0.5494,7,0,0.000288898,0,0.000295242,0.0000419741
100000005620225100,terminal,0,6,0.2048,получено: 49 846 KZT; плательщиков: 2; исходящих: 0,1,false,false,,2,0,49845.66,0,2,0,0,7,0,0.000294622,0,0.0027945,0
100000004388353100,terminal,0,16,0.2234,получено: 62 960 KZT; плательщиков: 2; исходящих: 0,1,false,false,,2,0,62960,0,2,0,0,8,0,0.000338845,0,0.000151901,0
100000007442518100,peripheral,0.2727,5,0.2708,"смешанные признаки: плательщиков 5, получателей 9, поток 4 929 999 KZT",1,false,false,fast_transit|mixed_signals|cycle,5,9,510000,4419999,8,12,8.6667,7,0.8993,0.000643709,0.0000208022,0.00549326,0.000252241
100000000267734100,peripheral,0.0588,11,0.1779,"смешанные признаки: плательщиков 2, получателей 7, поток 462 000 KZT",1,false,false,mixed_signals|cycle,2,7,180000,282000,4,8,1.5667,1,0.4149,0.000533901,3.16856e-293,0.00000437641,0.00000356664
100000001987030100,peripheral,0,2,0.2093,"смешанные признаки: плательщиков 2, получателей 1, поток 49 864 KZT",1,false,false,mixed_signals,2,1,30864,19000,2,1,0.6156,7,0,0.000292278,0.00000189691,0.000330918,0.0000570663
100000002603478100,peripheral,0,25,0.1372,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 23 500 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,23500,0,1,0,0,1,0,0.000287912,0,0.0000101,0
100000001380054100,peripheral,0,34,0.181,"смешанные признаки: плательщиков 2, получателей 3, поток 487 050 KZT",1,false,false,fast_transit|mixed_signals|cycle,2,3,127050,360000,2,4,2.8335,1,0.5556,0.000711185,0,5e-324,0.00000277406
100000002992171100,peripheral,0,24,0.1306,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 14 627 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,14627,0,1,0,0,1,0,0.000287084,0,1.94123e-12,0
100000002781227100,transit,0.8512,0,0.3911,передаёт 111% входящего; 81% исходящих — за 2 дня,1,false,false,fast_transit|cycle,2,3,191167.62,212420,8,10,1.1112,1,0.8117,0.00237324,0.00000265593,0,0.000132957
100000008745643100,peripheral,0,24,0.1345,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 20 313 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,20313,0,1,0,0,1,0,0.000288269,0,1.94123e-12,0
100000002836736100,terminal,0.4358,10,0.2587,получено: 509 000 KZT; плательщиков: 2; исходящих: 0,1,false,false,,2,0,509000,0,2,0,0,3,0,0.000449101,0,0.00000545216,0
100000004188160100,peripheral,0,2,0.267,"смешанные признаки: плательщиков 2, получателей 5, поток 221 708 KZT",1,false,false,mixed_signals|cycle,2,5,87862,133846,5,6,1.5234,7,0.3865,0.000295218,0.0000960931,0.000330918,0.0024601
100000004841728100,peripheral,0,24,0.1457,"ниже порога конечного получателя: плательщиков 1 (нужно ≥ 2), получено 52 208 KZT (нужно ≥ 200 000 KZT)",1,false,false,,1,0,52208,0,1,0,0,1,0,0.000294913,0,1.94123e-12,0
